月度,城市名称,平均相对湿度(%),平均温度（摄氏度）,降水量（毫米）,日照时数（小时）
2018-12-01,海口市,88.0,20.5,27.6,79.3
2019-01-01,海口市,87.0,19.4,17.9,93.5
2019-02-01,海口市,84.0,23.4,21.1,157.9
2019-03-01,海口市,83.0,24.3,9.6,147.8
2019-04-01,海口市,77.0,28.1,39.7,214.5
2019-05-01,海口市,83.0,27.9,385.0,163.3
2019-06-01,海口市,77.0,30.0,198.6,209.7
2019-07-01,海口市,77.0,29.7,172.8,221.7
2019-08-01,海口市,83.0,28.4,523.0,170.8
2019-09-01,海口市,80.0,27.4,263.8,183.8
2019-10-01,海口市,77.0,26.6,144.8,175.6
2019-11-01,海口市,76.0,23.7,12.3,154.0
2019-12-01,海口市,76.0,20.6,10.1,125.0
2020-01-01,海口市,83.0,20.4,33.2,128.4
2020-02-01,海口市,83.0,20.8,11.9,91.4
2020-03-01,海口市,81.0,24.8,16.8,142.5
2020-04-01,海口市,82.0,24.0,82.6,113.0
2020-05-01,海口市,75.0,29.6,42.7,255.1
2020-06-01,海口市,76.0,30.0,105.6,220.3
2020-07-01,海口市,74.0,30.0,131.2,261.7
2020-08-01,海口市,83.0,28.4,214.5,177.3
2020-09-01,海口市,82.0,28.4,118.2,158.9
2020-10-01,海口市,81.0,25.3,419.9,55.5
2020-11-01,海口市,79.0,23.4,28.1,82.8
2020-12-01,海口市,80.0,18.6,14.2,55.3
1996-01-01,杭州市,78.0,4.3,105.9,104.8
1996-02-01,杭州市,69.0,4.7,41.5,119.4
1996-03-01,杭州市,80.0,8.4,247.3,97.8
1996-04-01,杭州市,71.0,14.1,74.1,155.9
1996-05-01,杭州市,71.0,20.8,33.0,159.4
1996-06-01,杭州市,82.0,25.5,338.8,102.3
1996-07-01,杭州市,81.0,27.6,281.6,186.3
1996-08-01,杭州市,79.0,28.4,135.9,206.4
1996-09-01,杭州市,78.0,24.8,33.9,175.0
1996-10-01,杭州市,80.0,19.2,94.8,143.3
1996-11-01,杭州市,76.0,12.8,79.5,83.4
1996-12-01,杭州市,68.0,7.6,15.4,167.8
1997-01-01,杭州市,74.0,4.5,56.8,115.4
1997-02-01,杭州市,74.0,6.6,49.6,92.6
1997-03-01,杭州市,81.0,11.5,68.2,85.3
1997-04-01,杭州市,73.0,16.4,84.9,132.4
1997-05-01,杭州市,69.0,23.2,73.8,209.7
1997-06-01,杭州市,76.0,25.3,122.7,172.5
1997-07-01,杭州市,79.0,27.7,432.6,180.3
1997-08-01,杭州市,82.0,27.6,194.2,143.0
1997-09-01,杭州市,73.0,22.8,25.9,146.7
1997-10-01,杭州市,73.0,19.2,52.1,178.8
1997-11-01,杭州市,79.0,12.7,158.3,133.1
1997-12-01,杭州市,82.0,7.3,116.1,50.5
1998-01-01,杭州市,79.0,4.1,206.5,104.5
1998-02-01,杭州市,77.0,8.2,98.5,104.2
1998-03-01,杭州市,83.0,10.1,233.8,89.9
1998-04-01,杭州市,76.0,19.2,138.0,156.3
1998-05-01,杭州市,81.0,21.7,155.8,131.3
1998-06-01,杭州市,82.0,24.4,176.2,118.6
1998-07-01,杭州市,75.0,29.7,192.8,221.7
1998-08-01,杭州市,73.0,29.5,44.5,245.7
1998-09-01,杭州市,78.0,23.5,185.0,173.2
1998-10-01,杭州市,76.0,20.2,30.7,144.4
1998-11-01,杭州市,73.0,15.1,25.0,153.4
1998-12-01,杭州市,76.0,8.6,51.6,103.7
1999-01-01,杭州市,76.0,6.1,54.7,105.0
1999-02-01,杭州市,65.0,8.0,26.9,163.0
1999-03-01,杭州市,82.0,9.2,191.8,74.0
1999-04-01,杭州市,71.0,16.1,136.3,141.0
1999-05-01,杭州市,75.0,21.4,156.8,165.0
1999-06-01,杭州市,88.0,22.8,648.3,88.0
1999-07-01,杭州市,85.0,26.0,128.8,113.0
1999-08-01,杭州市,84.0,26.7,346.3,146.0
1999-09-01,杭州市,76.0,25.8,26.6,183.0
1999-10-01,杭州市,79.0,19.4,62.8,89.0
1999-11-01,杭州市,74.0,11.8,34.5,118.0
1999-12-01,杭州市,66.0,6.8,0.3,139.0
2000-01-01,杭州市,80.0,4.3,126.9,61.9
2000-02-01,杭州市,77.0,4.7,88.7,65.4
2000-03-01,杭州市,72.0,11.2,110.9,119.7
2000-04-01,杭州市,68.0,17.1,90.3,150.9
2000-05-01,杭州市,67.0,22.7,82.6,197.3
2000-06-01,杭州市,77.0,25.3,168.2,138.0
2000-07-01,杭州市,72.0,29.4,108.9,238.6
2000-08-01,杭州市,79.0,28.3,128.3,184.2
2000-09-01,杭州市,75.0,24.3,47.1,124.4
2000-10-01,杭州市,82.0,19.1,97.8,64.6
2000-11-01,杭州市,85.0,11.5,118.6,72.6
2000-12-01,杭州市,82.0,8.7,30.0,96.2
2001-01-01,杭州市,76.0,6.1,88.4,77.6
2001-02-01,杭州市,81.0,7.1,106.0,72.1
2001-03-01,杭州市,66.0,12.3,47.6,162.5
2001-04-01,杭州市,74.0,16.0,88.8,137.8
2001-05-01,杭州市,78.0,21.9,96.8,157.4
2001-06-01,杭州市,84.0,24.4,408.8,123.3
2001-07-01,杭州市,73.0,30.3,102.3,258.9
2001-08-01,杭州市,85.0,26.4,390.2,123.3
2001-09-01,杭州市,77.0,24.1,44.6,139.1
2001-10-01,杭州市,74.0,19.5,34.9,184.2
2001-11-01,杭州市,69.0,12.7,40.4,135.0
2001-12-01,杭州市,78.0,6.6,117.8,93.2
2002-01-01,杭州市,63.0,7.5,90.2,155.0
2002-02-01,杭州市,68.0,9.0,64.3,126.0
2002-03-01,杭州市,72.0,13.5,152.5,134.0
2002-04-01,杭州市,76.0,17.0,207.4,82.0
2002-05-01,杭州市,80.0,20.0,152.5,71.0
2002-06-01,杭州市,76.0,26.0,132.0,162.0
2002-07-01,杭州市,79.0,27.5,219.1,144.0
2002-08-01,杭州市,81.0,26.7,281.9,121.0
2002-09-01,杭州市,73.0,24.0,85.2,133.0
2002-10-01,杭州市,71.0,18.8,87.5,151.0
2002-11-01,杭州市,70.0,12.5,76.3,136.0
2002-12-01,杭州市,81.0,6.8,193.9,19.0
2003-01-01,杭州市,67.0,4.2,52.3,112.0
2003-02-01,杭州市,76.0,7.5,134.0,76.0
2003-03-01,杭州市,70.0,10.6,167.9,119.0
2003-04-01,杭州市,77.0,16.3,111.7,106.0
2003-05-01,杭州市,73.0,21.0,88.4,123.0
2003-06-01,杭州市,71.0,24.9,116.1,133.0
2003-07-01,杭州市,68.0,30.9,81.2,249.0
2003-08-01,杭州市,72.0,29.3,49.2,197.0
2003-09-01,杭州市,72.0,26.0,42.9,184.0
2003-10-01,杭州市,67.0,18.4,32.4,178.0
2003-11-01,杭州市,74.0,12.9,43.6,120.0
2003-12-01,杭州市,63.0,6.3,28.0,130.0
2004-01-01,杭州市,72.0,4.7,94.0,88.9
2004-02-01,杭州市,64.0,9.5,84.7,147.8
2004-03-01,杭州市,69.0,10.4,50.7,116.5
2004-04-01,杭州市,66.0,17.5,83.5,176.3
2004-05-01,杭州市,73.0,22.1,231.7,180.9
2004-06-01,杭州市,74.0,24.8,87.0,121.7
2004-07-01,杭州市,64.0,30.2,74.9,286.4
2004-08-01,杭州市,71.0,29.1,89.8,201.1
2004-09-01,杭州市,77.0,23.3,93.5,120.1
2004-10-01,杭州市,62.0,18.6,7.0,200.3
2004-11-01,杭州市,69.0,14.4,52.0,145.2
2004-12-01,杭州市,75.0,8.4,97.7,89.7
2005-01-01,杭州市,71.0,3.1,78.2,92.4
2005-02-01,杭州市,76.0,4.4,155.4,56.4
2005-03-01,杭州市,64.0,9.6,70.6,161.3
2005-04-01,杭州市,62.0,19.1,72.7,200.2
2005-05-01,杭州市,71.0,21.2,99.5,124.0
2005-06-01,杭州市,64.0,27.3,26.2,216.4
2005-07-01,杭州市,67.0,29.8,240.7,180.8
2005-08-01,杭州市,68.0,28.4,133.1,156.4
2005-09-01,杭州市,69.0,27.2,60.1,197.0
2005-10-01,杭州市,75.0,19.0,80.3,132.9
2005-11-01,杭州市,75.0,15.1,82.2,102.6
2005-12-01,杭州市,62.0,5.5,39.6,141.8
2006-01-01,杭州市,80.0,5.8,161.9,62.1
2006-02-01,杭州市,76.0,6.1,100.6,58.6
2006-03-01,杭州市,62.0,12.4,36.3,137.9
2006-04-01,杭州市,65.0,18.3,135.3,154.8
2006-05-01,杭州市,70.0,21.5,176.7,131.4
2006-06-01,杭州市,77.0,25.9,144.1,119.5
2006-07-01,杭州市,72.0,30.1,127.3,183.8
2006-08-01,杭州市,66.0,30.6,54.0,215.6
2006-09-01,杭州市,76.0,23.3,102.1,96.9
2006-10-01,杭州市,73.0,21.9,7.5,91.9
2006-11-01,杭州市,71.0,15.1,98.5,81.3
2006-12-01,杭州市,69.0,7.7,20.0,89.0
2007-01-01,杭州市,73.0,5.3,82.8,66.3
2007-02-01,杭州市,71.0,10.5,49.4,97.0
2007-03-01,杭州市,72.0,12.7,171.3,105.4
2007-04-01,杭州市,63.0,16.5,149.1,139.2
2007-05-01,杭州市,65.0,23.8,32.8,154.5
2007-06-01,杭州市,80.0,25.4,178.6,61.9
2007-07-01,杭州市,67.0,30.9,122.7,199.9
2007-08-01,杭州市,68.0,30.2,60.3,208.6
2007-09-01,杭州市,77.0,24.6,215.9,96.7
2007-10-01,杭州市,73.0,19.8,248.5,112.9
2007-11-01,杭州市,70.0,12.9,31.5,136.5
2007-12-01,杭州市,77.0,8.7,35.6,94.0
2008-01-01,杭州市,75.0,3.7,91.7,56.3
2008-02-01,杭州市,64.0,3.9,61.4,132.7
2008-03-01,杭州市,64.0,12.7,37.7,154.9
2008-04-01,杭州市,68.0,17.1,101.9,115.0
2008-05-01,杭州市,62.0,23.2,117.7,211.1
2008-06-01,杭州市,81.0,24.6,361.0,75.6
2008-07-01,杭州市,69.0,30.1,114.4,225.4
2008-08-01,杭州市,76.0,28.4,137.5,174.2
2008-09-01,杭州市,76.0,25.8,44.2,130.8
2008-10-01,杭州市,75.0,20.4,67.4,110.1
2008-11-01,杭州市,72.0,12.9,118.5,120.7
2008-12-01,杭州市,61.0,7.6,20.5,134.4
2009-01-01,杭州市,65.0,4.4,36.3,128.3
2009-02-01,杭州市,81.0,9.5,190.7,65.2
2009-03-01,杭州市,74.0,11.1,117.6,109.6
2009-04-01,杭州市,64.0,17.6,117.9,191.5
2009-05-01,杭州市,59.0,22.9,77.0,218.8
2009-06-01,杭州市,72.0,26.8,85.6,168.4
2009-07-01,杭州市,69.0,29.6,227.7,204.7
2009-08-01,杭州市,79.0,28.4,213.0,114.3
2009-09-01,杭州市,76.0,25.5,113.7,119.0
2009-10-01,杭州市,67.0,20.6,18.0,176.2
2009-11-01,杭州市,79.0,10.8,186.6,86.5
2009-12-01,杭州市,70.0,6.7,69.8,127.4
2010-01-01,杭州市,70.0,5.8,37.1,98.1
2010-02-01,杭州市,79.0,7.8,151.2,96.1
2010-03-01,杭州市,70.0,10.3,300.4,118.5
2010-04-01,杭州市,69.0,14.0,127.9,129.7
2010-05-01,杭州市,69.0,21.6,65.1,152.5
2010-06-01,杭州市,76.0,24.2,163.3,109.6
2010-07-01,杭州市,77.0,28.8,256.5,169.9
2010-08-01,杭州市,68.0,30.6,164.6,256.5
2010-09-01,杭州市,78.0,25.8,212.9,135.3
2010-10-01,杭州市,72.0,18.3,158.0,121.9
2010-11-01,杭州市,70.0,13.3,25.5,124.1
2010-12-01,杭州市,61.0,8.2,65.6,177.1
2011-01-01,杭州市,63.0,1.4,68.0,95.3
2011-02-01,杭州市,68.0,6.7,19.6,106.6
2011-03-01,杭州市,56.0,10.0,43.8,148.8
2011-04-01,杭州市,62.0,17.3,55.4,173.4
2011-05-01,杭州市,61.0,22.2,71.1,172.5
2011-06-01,杭州市,81.0,24.9,541.4,77.9
2011-07-01,杭州市,70.0,30.2,129.9,185.2
2011-08-01,杭州市,76.0,28.5,222.4,143.2
2011-09-01,杭州市,69.0,24.5,60.4,110.7
2011-10-01,杭州市,72.0,18.6,51.5,85.0
2011-11-01,杭州市,79.0,15.9,55.8,95.3
2011-12-01,杭州市,65.0,6.3,40.6,102.2
2012-01-01,杭州市,73.0,4.3,148.5,37.5
2012-02-01,杭州市,74.0,4.3,125.7,55.9
2012-03-01,杭州市,72.0,10.1,223.8,113.7
2012-04-01,杭州市,64.0,19.0,99.3,158.6
2012-05-01,杭州市,71.0,21.8,169.1,144.4
2012-06-01,杭州市,80.0,25.1,303.2,64.3
2012-07-01,杭州市,64.0,30.8,52.9,240.5
2012-08-01,杭州市,76.0,28.7,239.8,171.8
2012-09-01,杭州市,73.0,23.4,107.8,130.5
2012-10-01,杭州市,62.0,19.7,35.4,172.0
2012-11-01,杭州市,71.0,12.1,94.9,127.8
2012-12-01,杭州市,69.0,6.0,128.4,103.5
2013-01-01,杭州市,76.0,4.5,41.0,81.4
2013-02-01,杭州市,81.0,7.0,94.0,38.7
2013-03-01,杭州市,67.0,12.3,109.0,130.1
2013-04-01,杭州市,56.0,16.9,97.3,162.6
2013-05-01,杭州市,69.0,23.0,117.7,167.6
2013-06-01,杭州市,78.0,24.8,337.2,79.2
2013-07-01,杭州市,51.0,32.3,8.8,289.7
2013-08-01,杭州市,58.0,31.3,209.8,213.2
2013-09-01,杭州市,74.0,25.0,49.4,127.1
2013-10-01,杭州市,73.0,19.3,331.0,128.4
2013-11-01,杭州市,68.0,13.6,32.6,142.1
2013-12-01,杭州市,65.0,6.3,93.1,105.4
2014-01-01,杭州市,66.0,7.0,32.0,143.8
2014-02-01,杭州市,81.0,6.0,155.9,55.3
2014-03-01,杭州市,69.0,12.7,78.9,127.2
2014-04-01,杭州市,74.0,17.0,82.7,106.4
2014-05-01,杭州市,67.0,22.5,159.8,142.7
2014-06-01,杭州市,78.0,24.7,178.5,90.0
2014-07-01,杭州市,78.0,28.4,196.3,155.8
2014-08-01,杭州市,83.0,26.7,203.3,88.2
2014-09-01,杭州市,82.0,24.6,170.6,77.6
2014-10-01,杭州市,68.0,20.3,32.1,166.9
2014-11-01,杭州市,76.0,14.1,62.3,94.7
2014-12-01,杭州市,56.0,6.4,7.5,158.6
2015-01-01,杭州市,67.0,6.7,66.9,107.4
2015-02-01,杭州市,71.0,7.7,147.1,95.3
2015-03-01,杭州市,74.0,11.7,157.6,112.2
2015-04-01,杭州市,66.0,17.3,206.5,164.5
2015-05-01,杭州市,72.0,22.2,115.4,122.3
2015-06-01,杭州市,81.0,25.1,330.8,72.9
2015-07-01,杭州市,81.0,26.6,349.5,128.6
2015-08-01,杭州市,76.0,27.7,268.0,151.5
2015-09-01,杭州市,76.0,24.0,121.0,108.1
2015-11-01,杭州市,86.0,13.4,212.4,47.2
2015-12-01,杭州市,76.0,7.9,108.8,69.4
2016-01-01,杭州市,79.0,4.9,135.5,67.8
2016-02-01,杭州市,61.0,8.2,30.6,143.6
2016-03-01,杭州市,65.0,12.3,62.5,128.1
2016-04-01,杭州市,78.0,17.6,250.6,106.7
2016-05-01,杭州市,77.0,21.3,251.7,126.6
2016-06-01,杭州市,83.0,25.1,282.4,105.9
2016-07-01,杭州市,74.0,30.5,79.5,214.1
2016-08-01,杭州市,69.0,30.2,154.9,256.9
2016-09-01,杭州市,77.0,24.6,247.5,120.8
2016-10-01,杭州市,83.0,20.4,145.9,33.7
2016-11-01,杭州市,82.0,13.3,93.9,80.3
2016-12-01,杭州市,75.0,9.5,62.3,137.9
2017-01-01,杭州市,74.0,7.3,71.7,119.3
2017-02-01,杭州市,63.0,7.8,27.2,132.7
2017-03-01,杭州市,69.0,11.3,189.0,121.3
2017-04-01,杭州市,63.0,18.7,142.9,181.4
2017-05-01,杭州市,69.0,22.8,87.8,197.0
2017-06-01,杭州市,81.0,24.1,307.2,101.1
2017-07-01,杭州市,66.0,31.6,77.5,272.9
2017-08-01,杭州市,72.0,30.3,95.3,222.7
2017-09-01,杭州市,79.0,24.9,168.3,101.6
2017-10-01,杭州市,76.0,19.1,89.2,125.8
2017-11-01,杭州市,74.0,13.7,139.1,115.2
2017-12-01,杭州市,67.0,7.4,46.8,127.4
2018-01-01,杭州市,77.0,4.4,140.5,80.3
2018-02-01,杭州市,71.0,5.8,57.9,116.3
2018-03-01,杭州市,73.0,13.4,65.3,144.1
2018-04-01,杭州市,65.0,19.0,108.4,176.4
2018-05-01,杭州市,73.0,23.7,148.0,147.0
2018-06-01,杭州市,75.0,25.6,264.1,178.0
2018-07-01,杭州市,73.0,29.9,153.5,240.8
2018-08-01,杭州市,73.0,29.7,318.4,214.2
2018-09-01,杭州市,75.0,25.5,233.0,148.0
2018-10-01,杭州市,65.0,18.7,23.8,170.6
2018-11-01,杭州市,82.0,14.2,133.1,88.2
2018-12-01,杭州市,82.0,7.5,164.2,40.3
2019-01-01,杭州市,78.0,5.9,96.1,71.4
2019-02-01,杭州市,86.0,6.1,233.7,24.3
2019-03-01,杭州市,74.0,12.4,113.2,127.1
2019-04-01,杭州市,75.0,18.1,77.8,125.0
2019-05-01,杭州市,63.0,22.1,116.8,174.7
2019-06-01,杭州市,78.0,25.0,204.0,118.5
2019-07-01,杭州市,78.0,28.2,207.9,162.5
2019-08-01,杭州市,73.0,29.4,346.5,228.5
2019-09-01,杭州市,71.0,25.1,105.4,189.7
2019-10-01,杭州市,72.0,20.1,27.9,151.1
2019-11-01,杭州市,69.0,14.5,26.1,149.2
2019-12-01,杭州市,75.0,9.1,94.9,135.9
2020-01-01,杭州市,81.0,7.3,227.6,73.9
2020-02-01,杭州市,73.0,9.9,82.4,108.5
2020-03-01,杭州市,72.0,13.1,154.3,109.2
2020-04-01,杭州市,60.0,16.4,45.9,197.5
2020-05-01,杭州市,72.0,23.5,152.3,155.1
2020-06-01,杭州市,85.0,26.1,384.4,104.1
2020-07-01,杭州市,85.0,26.9,236.6,102.7
2020-08-01,杭州市,64.0,31.0,66.1,258.0
2020-09-01,杭州市,74.0,23.9,222.3,122.9
2020-10-01,杭州市,70.0,19.2,39.9,134.0
2020-11-01,杭州市,73.0,15.0,32.4,131.9
2020-12-01,杭州市,69.0,6.8,21.2,110.0
2015-10-01,杭州市,,19.5,47.9,136.4
1996-01-01,合肥市,75.0,3.0,54.8,123.8
1996-02-01,合肥市,67.0,3.8,24.3,141.9
1996-03-01,合肥市,73.0,8.1,136.9,86.0
1996-04-01,合肥市,61.0,15.2,27.0,194.3
1996-05-01,合肥市,67.0,21.3,63.3,160.0
1996-06-01,合肥市,82.0,24.9,226.4,142.6
1996-07-01,合肥市,85.0,27.3,308.5,144.1
1996-08-01,合肥市,80.0,27.9,68.4,175.9
1996-09-01,合肥市,80.0,23.9,26.3,174.7
1996-10-01,合肥市,80.0,17.7,78.7,143.7
1996-11-01,合肥市,81.0,9.9,140.0,100.0
1996-12-01,合肥市,67.0,6.4,3.2,182.3
1997-01-01,合肥市,73.0,2.8,33.4,144.0
1997-02-01,合肥市,72.0,5.4,43.4,107.4
1997-03-01,合肥市,76.0,11.2,117.2,122.7
1997-04-01,合肥市,72.0,16.4,69.0,166.2
1997-05-01,合肥市,65.0,24.0,47.0,220.4
1997-06-01,合肥市,69.0,26.5,58.3,219.0
1997-07-01,合肥市,80.0,28.0,53.7,188.5
1997-08-01,合肥市,78.0,28.5,75.9,204.4
1997-09-01,合肥市,69.0,22.5,40.5,196.8
1997-10-01,合肥市,67.0,19.0,26.2,207.3
1997-11-01,合肥市,78.0,10.6,80.6,119.6
1997-12-01,合肥市,81.0,5.9,52.0,91.8
1998-01-01,合肥市,80.0,2.0,82.8,103.3
1998-02-01,合肥市,76.0,6.8,53.4,117.1
1998-03-01,合肥市,79.0,9.5,116.2,116.4
1998-04-01,合肥市,77.0,18.5,200.5,160.4
1998-05-01,合肥市,78.0,20.9,149.9,166.2
1998-06-01,合肥市,77.0,25.1,125.7,160.7
1998-07-01,合肥市,79.0,29.7,111.6,226.4
1998-08-01,合肥市,81.0,28.5,230.9,201.6
1998-09-01,合肥市,71.0,24.5,5.4,190.5
1998-10-01,合肥市,70.0,19.1,17.0,184.9
1998-11-01,合肥市,68.0,14.2,1.9,193.4
1998-12-01,合肥市,76.0,6.2,27.7,136.0
1999-01-01,合肥市,67.0,4.9,14.9,160.0
1999-02-01,合肥市,60.0,7.4,21.9,166.0
1999-03-01,合肥市,79.0,8.4,71.4,77.0
1999-04-01,合肥市,73.0,16.4,91.2,141.0
1999-05-01,合肥市,70.0,22.2,89.6,197.0
1999-06-01,合肥市,80.0,24.1,176.4,113.0
1999-07-01,合肥市,79.0,26.7,27.7,123.0
1999-08-01,合肥市,82.0,26.2,180.8,172.0
1999-09-01,合肥市,77.0,24.8,43.9,188.0
1999-10-01,合肥市,81.0,17.3,146.4,78.0
1999-11-01,合肥市,76.0,10.7,30.4,159.0
1999-12-01,合肥市,61.0,6.1,0.0,213.0
2000-01-01,合肥市,81.0,1.5,69.6,70.1
2000-02-01,合肥市,72.0,4.4,23.7,127.9
2000-03-01,合肥市,63.0,12.0,12.7,166.8
2000-04-01,合肥市,59.0,17.9,27.4,212.9
2000-05-01,合肥市,63.0,23.4,51.2,209.2
2000-06-01,合肥市,73.0,26.2,216.5,161.2
2000-07-01,合肥市,70.0,29.9,51.4,242.5
2000-08-01,合肥市,81.0,27.8,142.4,122.1
2000-09-01,合肥市,74.0,23.6,96.6,127.7
2000-10-01,合肥市,84.0,17.4,108.4,72.9
2000-11-01,合肥市,82.0,9.4,79.6,100.8
2000-12-01,合肥市,82.0,7.2,22.4,90.4
2001-01-01,合肥市,78.0,3.7,91.0,82.3
2001-02-01,合肥市,79.0,5.8,61.5,67.0
2001-03-01,合肥市,63.0,11.7,27.1,159.0
2001-04-01,合肥市,67.0,16.1,93.0,159.0
2001-05-01,合肥市,63.0,23.8,5.6,174.8
2001-06-01,合肥市,77.0,25.4,59.7,93.2
2001-07-01,合肥市,70.0,30.6,74.8,224.4
2001-08-01,合肥市,80.0,26.7,194.1,128.7
2001-09-01,合肥市,67.0,24.0,3.3,210.1
2001-10-01,合肥市,71.0,18.3,28.2,114.4
2001-11-01,合肥市,69.0,11.2,39.1,164.9
2001-12-01,合肥市,79.0,4.4,116.9,84.4
2002-01-01,合肥市,71.0,5.9,28.0,137.0
2002-02-01,合肥市,68.0,8.6,51.2,123.0
2002-03-01,合肥市,76.0,12.9,117.0,112.0
2002-04-01,合肥市,79.0,16.9,80.2,92.0
2002-05-01,合肥市,83.0,19.8,134.1,100.0
2002-06-01,合肥市,74.0,27.3,220.1,148.0
2002-07-01,合肥市,80.0,29.0,122.1,143.0
2002-08-01,合肥市,81.0,27.3,123.2,199.0
2002-09-01,合肥市,74.0,24.0,29.2,170.0
2002-10-01,合肥市,67.0,18.8,52.9,187.0
2002-11-01,合肥市,67.0,11.6,5.8,155.0
2002-12-01,合肥市,84.0,4.7,126.2,18.0
2003-01-01,合肥市,70.0,3.0,40.9,152.0
2003-02-01,合肥市,82.0,6.0,67.1,79.0
2003-03-01,合肥市,73.0,10.2,134.2,157.0
2003-04-01,合肥市,79.0,15.7,147.5,101.0
2003-05-01,合肥市,73.0,21.7,66.9,140.0
2003-06-01,合肥市,68.0,26.4,185.4,171.0
2003-07-01,合肥市,83.0,28.4,349.5,169.0
2003-08-01,合肥市,85.0,27.5,128.2,119.0
2003-09-01,合肥市,80.0,24.4,53.8,161.0
2003-10-01,合肥市,75.0,16.6,95.2,167.0
2003-11-01,合肥市,78.0,10.8,116.3,150.0
2003-12-01,合肥市,73.0,4.4,28.4,126.0
2004-01-01,合肥市,75.0,2.9,50.4,116.2
2004-02-01,合肥市,62.0,8.5,32.3,186.0
2004-03-01,合肥市,69.0,10.1,42.3,172.1
2004-04-01,合肥市,68.0,17.5,72.5,205.4
2004-05-01,合肥市,75.0,21.0,105.9,158.3
2004-06-01,合肥市,77.0,24.6,255.2,183.4
2004-07-01,合肥市,76.0,28.9,64.7,232.1
2004-08-01,合肥市,79.0,27.3,111.4,175.5
2004-09-01,合肥市,74.0,23.1,68.7,179.6
2004-10-01,合肥市,64.0,17.3,4.4,167.9
2004-11-01,合肥市,73.0,12.2,62.3,157.0
2004-12-01,合肥市,76.0,5.8,38.2,94.2
2005-01-01,合肥市,69.0,1.4,24.5,98.2
2005-02-01,合肥市,77.0,2.6,72.8,75.2
2005-03-01,合肥市,62.0,9.2,51.9,184.6
2005-04-01,合肥市,65.0,18.8,71.7,219.2
2005-05-01,合肥市,68.0,21.7,87.0,194.6
2005-06-01,合肥市,66.0,27.5,44.3,214.0
2005-07-01,合肥市,78.0,28.4,272.0,191.4
2005-08-01,合肥市,80.0,26.1,212.6,141.0
2005-09-01,合肥市,79.0,24.3,134.9,130.3
2005-10-01,合肥市,70.0,17.3,27.1,156.0
2005-11-01,合肥市,74.0,13.3,84.2,95.3
2005-12-01,合肥市,58.0,3.6,8.3,134.3
2006-01-01,合肥市,78.0,3.4,97.0,92.8
2006-02-01,合肥市,72.0,4.5,55.7,95.2
2006-03-01,合肥市,62.0,11.7,9.4,192.5
2006-04-01,合肥市,69.0,17.2,155.9,190.4
2006-05-01,合肥市,67.0,21.7,94.5,191.4
2006-06-01,合肥市,69.0,26.7,39.5,204.8
2006-07-01,合肥市,78.0,28.8,182.4,147.1
2006-08-01,合肥市,73.0,29.0,154.7,220.2
2006-09-01,合肥市,72.0,22.2,88.4,115.6
2006-10-01,合肥市,75.0,20.4,6.5,149.7
2006-11-01,合肥市,77.0,12.8,82.7,117.8
2006-12-01,合肥市,77.0,5.0,26.1,140.3
2007-01-01,合肥市,78.0,3.4,24.5,95.0
2007-02-01,合肥市,79.0,9.1,57.8,143.5
2007-03-01,合肥市,75.0,11.8,80.1,130.4
2007-04-01,合肥市,69.0,16.8,120.9,198.1
2007-05-01,合肥市,71.0,24.1,57.0,226.8
2007-06-01,合肥市,84.0,25.3,41.4,127.9
2007-07-01,合肥市,88.0,28.1,195.6,147.3
2007-08-01,合肥市,85.0,28.9,146.8,189.0
2007-09-01,合肥市,79.0,24.0,118.5,136.5
2007-10-01,合肥市,76.0,18.5,29.2,154.8
2007-11-01,合肥市,74.0,11.3,26.9,174.4
2007-12-01,合肥市,82.0,6.5,31.0,90.9
2008-01-01,合肥市,80.0,1.0,89.8,53.4
2008-02-01,合肥市,71.0,2.7,12.6,187.3
2008-03-01,合肥市,66.0,12.5,37.3,180.5
2008-04-01,合肥市,72.0,16.8,59.4,152.8
2008-05-01,合肥市,67.0,23.5,72.5,247.8
2008-06-01,合肥市,83.0,24.2,203.8,93.4
2008-07-01,合肥市,84.0,28.7,162.3,189.9
2008-08-01,合肥市,86.0,27.3,177.7,162.6
2008-09-01,合肥市,80.0,24.5,5.6,110.3
2008-10-01,合肥市,79.0,18.9,50.4,113.1
2008-11-01,合肥市,70.0,11.3,28.3,153.2
2008-12-01,合肥市,60.0,5.9,10.5,156.9
2009-01-01,合肥市,67.0,2.6,29.3,140.7
2009-02-01,合肥市,82.0,7.7,84.4,53.3
2009-03-01,合肥市,72.0,10.5,67.8,119.0
2009-04-01,合肥市,65.0,17.6,64.9,213.3
2009-05-01,合肥市,66.0,21.9,119.4,213.9
2009-06-01,合肥市,73.0,27.1,160.2,207.3
2009-07-01,合肥市,78.0,28.6,128.6,199.5
2009-08-01,合肥市,83.0,27.5,91.5,139.7
2009-09-01,合肥市,78.0,24.0,19.3,99.4
2009-10-01,合肥市,61.0,20.3,12.8,174.2
2009-11-01,合肥市,77.0,7.8,115.6,111.9
2009-12-01,合肥市,74.0,4.6,58.1,127.1
2010-01-01,合肥市,67.0,3.7,19.7,115.2
2010-02-01,合肥市,78.0,6.3,84.2,80.5
2010-03-01,合肥市,71.0,9.1,120.7,148.1
2010-04-01,合肥市,68.0,13.8,160.7,164.1
2010-05-01,合肥市,69.0,21.6,91.7,174.1
2010-06-01,合肥市,71.0,25.6,106.5,177.1
